complex,feature1,feature2
0.5098019239740132+2.0190897818518168j,0.5098019239740132,2.0190897818518168
0.08318547367716056+1.0696490384794535j,0.08318547367716056,1.0696490384794535
1.0922818886108905+1.9377612351032545j,1.0922818886108905,1.9377612351032545
1.7271275956588408+2.271913520005966j,1.7271275956588408,2.271913520005966
1.474520916442759+1.1588985973210661j,1.474520916442759,1.1588985973210661
1.8085990903869145+2.413150234853062j,1.8085990903869145,2.413150234853062
0.5965209578438839+2.255455505678876j,0.5965209578438839,2.255455505678876
1.6346248191976205+0.227024130134315j,1.6346248191976205,0.227024130134315
1.9518392447960693+0.5458995279120747j,1.9518392447960693,0.5458995279120747
1.333456555655419+0.49397745670689297j,1.333456555655419,0.49397745670689297
1.3198812751136364+1.9981704438680379j,1.3198812751136364,1.9981704438680379
2.0055568694552632+1.1371277753539488j,2.0055568694552632,1.1371277753539488
0.719767983298134+2.2847042087185576j,0.719767983298134,2.2847042087185576
2.034106151298221+0.42224795602929677j,2.034106151298221,0.42224795602929677
0.384883055283483+2.720341023905018j,0.384883055283483,2.720341023905018
1.1346070342083685+0.6701697743352241j,1.1346070342083685,0.6701697743352241
1.4899679710674076+1.1361426738760532j,1.4899679710674076,1.1361426738760532
2.1630520078683446+2.709397175758519j,2.1630520078683446,2.709397175758519
1.4911166551367963+1.3578816154838569j,1.4911166551367963,1.3578816154838569
1.9760777290554232+1.5768511316729796j,1.9760777290554232,1.5768511316729796
1.5899799006349156+0.22314832226557635j,1.5899799006349156,0.22314832226557635
1.661079658510383+0.787461669858186j,1.661079658510383,0.787461669858186
2.8815064706793874+2.817048912176058j,2.8815064706793874,2.817048912176058
1.7727791533629151+0.3535701614564021j,1.7727791533629151,0.3535701614564021
0.6844791296205442+2.578640359413655j,0.6844791296205442,2.578640359413655
0.8679459014531714+0.09034569806945758j,0.8679459014531714,0.09034569806945758
2.763298385724326+2.742440082494883j,2.763298385724326,2.742440082494883
0.8732482669639487+0.08134665725705392j,0.8732482669639487,0.08134665725705392
1.0381780720209592+2.697833838050485j,1.0381780720209592,2.697833838050485
1.8292860244148463+0.7576132028287048j,1.8292860244148463,0.7576132028287048
0.209523822405297+0.8803728189403882j,0.209523822405297,0.8803728189403882
0.7193531317794725+1.5243696632023147j,0.7193531317794725,1.5243696632023147
0.809812149324282+0.06599720861067504j,0.809812149324282,0.06599720861067504
0.6777722149732825+1.8260475972882344j,0.6777722149732825,1.8260475972882344
0.8858276802209717+2.030057498431907j,0.8858276802209717,2.030057498431907
1.0197384668636076+2.094760680926374j,1.0197384668636076,2.094760680926374
0.11781048033229635+2.236993786442784j,0.11781048033229635,2.236993786442784
2.3695926530503826+0.479491709792927j,2.3695926530503826,0.479491709792927
1.2729340530264917+0.6734159763408657j,1.2729340530264917,0.6734159763408657
1.068823393131275+0.2803475483199135j,1.068823393131275,0.2803475483199135
0.38745763603280037+2.673523286676486j,0.38745763603280037,2.673523286676486
1.2850094368536862+1.1619735562345959j,1.2850094368536862,1.1619735562345959
1.9908983521080708+0.33960011710371396j,1.9908983521080708,0.33960011710371396
1.5461446284450724+1.585447155512563j,1.5461446284450724,1.585447155512563
2.2055370912794725+2.39490308166444j,2.2055370912794725,2.39490308166444
0.3656083514395283+2.3297755375167952j,0.3656083514395283,2.3297755375167952
2.288436375959504+2.4860259647724248j,2.288436375959504,2.4860259647724248
0.9723868513722306+2.423772350389756j,0.9723868513722306,2.423772350389756
1.025391051582492+2.0241676781148374j,1.025391051582492,2.0241676781148374
1.8178030330409154+2.942861113968162j,1.8178030330409154,2.942861113968162
0.056173785408620835+1.8581094551362223j,0.056173785408620835,1.8581094551362223
1.1875139900623164+2.3005463211748918j,1.1875139900623164,2.3005463211748918
0.14875535995428302+1.4211159258632806j,0.14875535995428302,1.4211159258632806
2.3394723264410873+2.966071184628732j,2.3394723264410873,2.966071184628732
0.12980550505012545+0.8202961082661088j,0.12980550505012545,0.8202961082661088
1.611673409988383+2.472825769093167j,1.611673409988383,2.472825769093167
1.830661823485467+1.9133382644834378j,1.830661823485467,1.9133382644834378
0.6436734739499855+2.3878624520460736j,0.6436734739499855,2.3878624520460736
1.129188523388038+1.3837457897928536j,1.129188523388038,1.3837457897928536
2.668456191167697+0.018435914353532756j,2.668456191167697,0.018435914353532756
0.608685432907962+0.1076421428646065j,0.608685432907962,0.1076421428646065
0.6481305107242933+0.8009495841067382j,0.6481305107242933,0.8009495841067382
2.636836030368781+0.4787141541346649j,2.636836030368781,0.4787141541346649
2.976889955993368+2.8028683850184524j,2.976889955993368,2.8028683850184524
0.1878520251501945+2.2608319830601156j,0.1878520251501945,2.2608319830601156
